track name=ClinGenClass type=bedDetail description="ClinGen Gene-Disease Classification" visibility=3 group=phenDis url="https://search.clinicalgenome.org/kb/gene-validity/$$" itemRgb=On 
browser pack ncbiRefSeqCurated
#chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	rgbID	ID	Description
chr4	186421814	186456712	Hypertrophic Cardiomyopathy	1000	.	186421814	186456712	153,153,255	76cba060-8080-42b1-b9ea-2193fea658b0--2018-08-06T13:21:24	PDLIM3 Gene-Disease Classification with Hypertrophic Cardiomyopathy - Limited
chr5	218355	256814	Hereditary Pheochromocytoma-Paraganglioma	1000	.	218355	256814	0,0,102	8355	SDHA Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Definitive
chr5	218355	256814	Leigh Syndrome	1000	.	218355	256814	51,51,255	4c5801d0-5839-47d9-81cc-a53cea959b57--2019-05-20T19:09:35	SDHA Gene-Disease Classification with Leigh Syndrome - Moderate
chr5	6599351	6633473	Intellectual Disability	1000	.	6599351	6633473	51,51,255	c6878f90-f485-4c44-95d3-a33b0ec9f66f--2019-02-06T17:00:00	NSUN2 Gene-Disease Classification with Intellectual Disability - Moderate
chr5	6599351	6633473	Rasopathy	1000	.	6599351	6633473	255,153,51	6442d764-3ff8-41f4-984d-776254226b05--2019-02-04T17:00:00	NSUN2 Gene-Disease Classification with Rasopathy - Disputed
chr5	36192690	36242381	Progressive Encephalopathy With Leukodystrophy Due To Decr Deficiency	1000	.	36192690	36242381	51,51,255	285bdfcd-10c2-48f9-9be9-d77894b26f19--2018-02-27T17:00:00	NADK2 Gene-Disease Classification with Progressive Encephalopathy With Leukodystrophy Due To Decr Deficiency - Moderate
chr5	36876860	37065921	Cornelia De Lange Syndrome	1000	.	36876860	37065921	0,0,102	d4ecc430-6562-4d58-9118-c5253dc95ae9--2018-06-20T14:44:33	NIPBL Gene-Disease Classification with Cornelia De Lange Syndrome - Definitive
chr5	37812778	37835929	Hereditary Pheochromocytoma-Paraganglioma	1000	.	37812778	37835929	153,153,255	8373	GDNF Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Limited
chr5	52856464	52979171	Leigh Syndrome	1000	.	52856464	52979171	0,0,102	1ed6ae7f-8c64-4ca3-a71b-6e97ae21d71d--2019-04-08T16:29:53	NDUFS4 Gene-Disease Classification with Leigh Syndrome - Definitive
chr5	67511583	67597649	Short Syndrome	1000	.	67511583	67597649	0,0,102	194f9130-2529-4016-a689-47ec259f941c--2018-07-06T15:30:21	PIK3R1 Gene-Disease Classification with Short Syndrome - Definitive
chr5	68710938	68737890	Nonsyndromic Genetic Deafness	1000	.	68710938	68737890	0,0,102	ba6df3f7-a000-401c-94d9-0dc5cb901f32--2018-08-29T19:16:31	MARVELD2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr5	70751441	70863649	Nonsyndromic Genetic Deafness	1000	.	70751441	70863649	153,153,255	d300a54b-171c-4445-a138-a24409e99aae--2017-09-11T16:00:00	BDP1 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr5	70883114	70954530	3-Methylcrotonyl-Coa Carboxylase Deficiency	1000	.	70883114	70954530	0,0,102	3653ea30-b630-499a-a6f0-65152106ad8c--2019-10-25T16:00:00	MCCC2 Gene-Disease Classification with 3-Methylcrotonyl-Coa Carboxylase Deficiency - Definitive
chr5	74017030	74063042	Leigh Syndrome	1000	.	74017030	74063042	51,51,255	0736b760-ca37-4d0a-93a4-c71bbb8cd41a--2019-12-19T18:54:49	GFM2 Gene-Disease Classification with Leigh Syndrome - Moderate
chr5	78293428	78365449	Dimethylglycine Dehydrogenase Deficiency	1000	.	78293428	78365449	153,153,255	b181250b-bc72-43b7-adec-5b85860b1a62--2019-06-28T16:00:00	DMGDH Gene-Disease Classification with Dimethylglycine Dehydrogenase Deficiency - Limited
chr5	79950466	80172634	Msh3-Related Attenuated Familial Adenomatous Polyposis	1000	.	79950466	80172634	51,51,255	9896	MSH3 Gene-Disease Classification with Msh3-Related Attenuated Familial Adenomatous Polyposis - Moderate
chr5	79950466	80172634	Hereditary Nonpolyposis Colon Cancer	1000	.	79950466	80172634	153,153,255	9897	MSH3 Gene-Disease Classification with Hereditary Nonpolyposis Colon Cancer - Limited
chr5	82373316	82649579	Hereditary Nonpolyposis Colon Cancer	1000	.	82373316	82649579	153,153,255	9865	XRCC4 Gene-Disease Classification with Hereditary Nonpolyposis Colon Cancer - Limited
chr5	86564069	86687743	Noonan Syndrome	1000	.	86564069	86687743	255,153,51	a957c2df-eeec-4bdf-b423-6f1667f66abd--2018-06-07T14:55:00	RASA1 Gene-Disease Classification with Noonan Syndrome - Disputed
chr5	86564069	86687743	Cardiofaciocutaneous Syndrome	1000	.	86564069	86687743	0,0,0	227c3ac3-cb82-4358-933c-6cc98144b6c7--2018-06-07T14:57:59	RASA1 Gene-Disease Classification with Cardiofaciocutaneous Syndrome - No Reported Evidence
chr5	86564069	86687743	Noonan Syndrome With Multiple Lentigines	1000	.	86564069	86687743	0,0,0	3920008f-6ba2-4f28-91db-5216df20e35d--2018-06-07T16:51:28	RASA1 Gene-Disease Classification with Noonan Syndrome With Multiple Lentigines - No Reported Evidence
chr5	86564069	86687743	Costello Syndrome	1000	.	86564069	86687743	0,0,0	0a9689ca-a0fb-4656-bddc-c723aebdbcfe--2018-06-07T16:33:39	RASA1 Gene-Disease Classification with Costello Syndrome - No Reported Evidence
chr5	86564069	86687743	Noonan Syndrome-Like Disorder With Loose Anagen Hair	1000	.	86564069	86687743	0,0,0	cc06f00a-8f78-4f7a-b91a-cbfdc38927bf--2018-06-07T17:01:42	RASA1 Gene-Disease Classification with Noonan Syndrome-Like Disorder With Loose Anagen Hair - No Reported Evidence
chr5	88014057	88199922	Complex Neurodevelopmental Disorder	1000	.	88014057	88199922	0,0,102	34354e8f-4343-4fba-82ba-e49579e504bb--2019-02-06T17:00:00	MEF2C Gene-Disease Classification with Complex Neurodevelopmental Disorder - Definitive
chr5	89854616	90460033	Usher Syndrome Type 2C	1000	.	89854616	90460033	0,0,102	5663	ADGRV1 Gene-Disease Classification with Usher Syndrome Type 2C - Definitive
chr5	89854616	90460033	Nonsyndromic Genetic Deafness	1000	.	89854616	90460033	255,153,51	1f3dc96a-8fd3-4d30-98fd-1b1cf264e818--2019-03-19T16:00:00	ADGRV1 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Disputed
chr5	112073555	112181936	Apc-Related Attenuated Familial Adenomatous Polyposis	1000	.	112073555	112181936	0,0,102	9854	APC Gene-Disease Classification with Apc-Related Attenuated Familial Adenomatous Polyposis - Definitive
chr5	118788137	118878030	Perrault Syndrome	1000	.	118788137	118878030	0,0,102	dbc9308c-2310-4e0a-9354-667dbd3c7d5d--2018-05-30T12:45:49	HSD17B4 Gene-Disease Classification with Perrault Syndrome - Definitive
chr5	121398889	121414055	Familial Thoracic Aortic Aneurysm And Aortic Dissection	1000	.	121398889	121414055	0,0,204	8258	LOX Gene-Disease Classification with Familial Thoracic Aortic Aneurysm And Aortic Dissection - Strong
chr5	125877532	125931082	Pyridoxine-Dependent Epilepsy	1000	.	125877532	125931082	0,0,102	7a982307-d8bd-43d1-b356-ef7ee6f32045--2019-07-26T17:09:04	ALDH7A1 Gene-Disease Classification with Pyridoxine-Dependent Epilepsy - Definitive
chr5	126626455	126796910	Early-Onset Myopathy-Areflexia-Respiratory Distress-Dysphagia Syndrome	1000	.	126626455	126796910	0,0,102	1d00193c-b0fd-40b4-b5d5-51eecece9669--2020-01-27T17:00:00	MEGF10 Gene-Disease Classification with Early-Onset Myopathy-Areflexia-Respiratory Distress-Dysphagia Syndrome - Definitive
chr5	127593600	127873735	Familial Thoracic Aortic Aneurysm And Aortic Dissection	1000	.	127593600	127873735	153,153,255	8268	FBN2 Gene-Disease Classification with Familial Thoracic Aortic Aneurysm And Aortic Dissection - Limited
chr5	131705400	131731306	Systemic Primary Carnitine Deficiency Disease	1000	.	131705400	131731306	0,0,102	2beee8a9-193c-41ca-92c4-484c8e034b02--2018-04-24T16:00:00	SLC22A5 Gene-Disease Classification with Systemic Primary Carnitine Deficiency Disease - Definitive
chr5	131892615	131980313	Familial Ovarian Cancer	1000	.	131892615	131980313	255,153,51	8696	RAD50 Gene-Disease Classification with Familial Ovarian Cancer - Disputed
chr5	131892615	131980313	Hereditary Breast Carcinoma	1000	.	131892615	131980313	153,153,255	8695	RAD50 Gene-Disease Classification with Hereditary Breast Carcinoma - Limited
chr5	132202318	132204536	Leigh Syndrome	1000	.	132202318	132204536	153,153,255	9bf205a2-6eb3-40aa-b3dd-54c19ce6e6f7--2019-10-16T14:46:56	UQCRQ Gene-Disease Classification with Leigh Syndrome - Limited
chr5	138089106	138270723	Hereditary Nonpolyposis Colon Cancer	1000	.	138089106	138270723	0,0,0	9868	CTNNA1 Gene-Disease Classification with Hereditary Nonpolyposis Colon Cancer - No Reported Evidence
chr5	139493707	139499001	Complex Neurodevelopmental Disorder	1000	.	139493707	139499001	0,0,102	6819633c-e488-4856-8dec-3981cd14db9b--2018-12-18T17:00:00	PURA Gene-Disease Classification with Complex Neurodevelopmental Disorder - Definitive
chr5	140024947	140027370	Leigh Syndrome	1000	.	140024947	140027370	51,51,255	3f40eb04-1cc3-477c-ab0a-c8162958fd4f--2019-05-20T19:06:23	NDUFA2 Gene-Disease Classification with Leigh Syndrome - Moderate
chr5	140053489	140071312	Usher Syndrome Type 3	1000	.	140053489	140071312	255,51,51	ca3372fa-f205-44e5-8bd9-6c64c40ebd93--2018-05-24T19:57:34	HARS Gene-Disease Classification with Usher Syndrome Type 3 - Refuted
chr5	140071017	140078890	Perrault Syndrome 2	1000	.	140071017	140078890	153,153,255	5c5ed5f6-4068-4e15-a195-6098e4ee2093--2018-05-15T16:00:00	HARS2 Gene-Disease Classification with Perrault Syndrome 2 - Limited
chr5	140894587	140998622	Diaph1-Related Sensorineural Hearing Loss-Thrombocytopenia Syndrome	1000	.	140894587	140998622	0,0,102	43c017fd-ce70-4fbe-ad30-90f216adaa7d--2018-01-05T17:00:00	DIAPH1 Gene-Disease Classification with Diaph1-Related Sensorineural Hearing Loss-Thrombocytopenia Syndrome - Definitive
chr5	145239295	145252531	Nonsyndromic Genetic Deafness	1000	.	145239295	145252531	51,51,255	207f12b7-3148-4a8f-88f8-f78ac5bb294c--2019-01-07T17:00:00	GRXCR2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Moderate
chr5	145718586	145720083	Nonsyndromic Genetic Deafness	1000	.	145718586	145720083	0,0,102	1476f1d9-7538-40bd-b602-b76781630cee--2017-11-21T17:00:00	POU4F3 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr5	149737201	149779871	Treacher-Collins Syndrome	1000	.	149737201	149779871	0,0,102	3f91c5fe-8e58-4c98-9878-e428e2e41dd7--2019-09-17T16:00:00	TCOF1 Gene-Disease Classification with Treacher-Collins Syndrome - Definitive
chr5	156607906	156682109	Lymphoproliferative Syndrome 1	1000	.	156607906	156682109	0,0,102	63552229-5e8c-4a94-b428-ec9a56a0aa5f--2019-11-21T19:31:48	ITK Gene-Disease Classification with Lymphoproliferative Syndrome 1 - Definitive
chr5	161275541	161326965	Developmental And Epileptic Encephalopathy	1000	.	161275541	161326965	0,0,102	60478d36-384e-4246-ba8a-730755d6f216--2019-05-21T16:00:00	GABRA1 Gene-Disease Classification with Developmental And Epileptic Encephalopathy - Definitive
chr5	161494647	161582545	Epilepsy	1000	.	161494647	161582545	0,0,102	3a3176e9-ac0c-41fe-ae40-0750726c33d8--2020-01-21T17:00:00	GABRG2 Gene-Disease Classification with Epilepsy - Definitive
chr5	169532916	169536729	Enlarged Vestibular Aqueduct Syndrome	1000	.	169532916	169536729	255,153,51	d3a6b8fa-01d1-4f32-a45e-9c9582e14280--2018-09-10T19:47:01	FOXI1 Gene-Disease Classification with Enlarged Vestibular Aqueduct Syndrome - Disputed
chr5	169532916	169536729	Syndromic Genetic Deafness	1000	.	169532916	169536729	153,153,255	0bb41557-8ccc-4084-b4b0-d4ede42d8f36--2018-02-27T05:00:00	FOXI1 Gene-Disease Classification with Syndromic Genetic Deafness - Limited
chr5	176560832	176727214	Sotos Syndrome	1000	.	176560832	176727214	0,0,102	aa1a412a-ee7d-4517-81ba-0ceead9668d1--2018-10-26T16:00:00	NSD1 Gene-Disease Classification with Sotos Syndrome - Definitive
chr5	176829138	176836577	Congenital Factor Xii Deficiency	1000	.	176829138	176836577	0,0,102	50bbe8d0-4feb-43c7-8573-9d7f85c82e54--2020-01-22T17:00:00	F12 Gene-Disease Classification with Congenital Factor Xii Deficiency - Definitive
chr5	176829138	176836577	Hereditary Angioedema Type 3	1000	.	176829138	176836577	51,51,255	f40992c9-1172-4528-ab53-95108094d4b6--2020-01-23T17:30:48	F12 Gene-Disease Classification with Hereditary Angioedema Type 3 - Moderate
chr5	177576464	177580961	Dyskeratosis Congenita, Autosomal Recessive 2	1000	.	177576464	177580961	153,153,255	3201	NHP2 Gene-Disease Classification with Dyskeratosis Congenita, Autosomal Recessive 2 - Limited
chr6	2948392	2971543	Nonsyndromic Genetic Deafness	1000	.	2948392	2971543	51,51,255	b84c49a8-3b02-4e07-a0c7-80394c0cf991--2018-04-24T04:00:00	SERPINB6 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Moderate
chr6	5261583	5771816	Leigh Syndrome	1000	.	5261583	5771816	51,51,255	2cf7594a-d934-4b6c-8052-94066d608c5a--2019-11-25T14:47:56	FARS2 Gene-Disease Classification with Leigh Syndrome - Moderate
chr6	7541869	7586946	Hypertrophic Cardiomyopathy	1000	.	7541869	7586946	0,0,0	10065	DSP Gene-Disease Classification with Hypertrophic Cardiomyopathy - No Reported Evidence
chr6	24171982	24358280	Nonsyndromic Genetic Deafness	1000	.	24171982	24358280	153,153,255	86802e37-e2a5-43b9-8538-e104859b4c55--2017-11-21T17:00:00	DCDC2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr6	31830969	31846823	Nonsyndromic Genetic Deafness	1000	.	31830969	31846823	153,153,255	3ddbe083-55c3-483b-8c32-fc9bdbef10c6--2018-04-24T04:00:00	SLC44A4 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr6	33130468	33160245	Nonsyndromic Genetic Deafness	1000	.	33130468	33160245	51,51,255	561327b9-7c55-40c3-b83c-5a3ed9d75606--2018-12-20T17:00:00	COL11A2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Moderate
chr6	33130468	33160245	Nonsyndromic Genetic Deafness	1000	.	33130468	33160245	51,51,255	0665772a-ba94-4561-b597-364f7db7e4ca--2018-12-20T17:00:00	COL11A2 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Moderate
chr6	33130468	33160245	Otospondylomegaepiphyseal Dysplasia	1000	.	33130468	33160245	0,0,102	27b13a91-0a04-4393-bf1c-4f8418154c9b--2018-12-20T17:00:00	COL11A2 Gene-Disease Classification with Otospondylomegaepiphyseal Dysplasia - Definitive
chr6	33130468	33160245	Otospondylomegaepiphyseal Dysplasia	1000	.	33130468	33160245	0,0,102	177bddd8-0566-4f80-a9f1-679ca96a7c60--2018-12-20T17:00:00	COL11A2 Gene-Disease Classification with Otospondylomegaepiphyseal Dysplasia - Definitive
chr6	33387846	33421466	Complex Neurodevelopmental Disorder	1000	.	33387846	33421466	0,0,102	b19f2a30-5538-4339-9018-150fd1bcd9c8--2019-04-02T16:00:00	SYNGAP1 Gene-Disease Classification with Complex Neurodevelopmental Disorder - Definitive
chr6	35773070	35791852	Nonsyndromic Genetic Deafness	1000	.	35773070	35791852	0,0,102	8a029f02-3524-4932-9293-9c02304fdd2b--2018-04-24T16:00:00	LHFPL5 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr6	42928499	42931618	Glycine N-Methyltransferase Deficiency	1000	.	42928499	42931618	153,153,255	cafb0200-f6cf-482d-9ffb-69ae7bc43669--2019-05-10T16:00:00	GNMT Gene-Disease Classification with Glycine N-Methyltransferase Deficiency - Limited
chr6	43543877	43588260	Xeroderma Pigmentosum Variant Type	1000	.	43543877	43588260	0,0,102	bdb29404-0c05-4519-b6ee-8591368ad1ff--2018-11-02T21:58:46	POLH Gene-Disease Classification with Xeroderma Pigmentosum Variant Type - Definitive
chr6	45866189	46048085	Autosomal Recessive Nonsyndromic Deafness	1000	.	45866189	46048085	51,51,255	9545	CLIC5 Gene-Disease Classification with Autosomal Recessive Nonsyndromic Deafness - Moderate
chr6	49398072	49431041	Methylmalonic Aciduria Due To Methylmalonyl-Coa Mutase Deficiency	1000	.	49398072	49431041	0,0,102	3c5301da-0dad-417a-8257-5b1c6155e8fa--2019-05-09T14:57:52	MUT Gene-Disease Classification with Methylmalonic Aciduria Due To Methylmalonyl-Coa Mutase Deficiency - Definitive
chr6	52284993	52360583	Juvenile Myoclonic Epilepsy	1000	.	52284993	52360583	255,153,51	a2338bd8-c9ea-464b-8281-84472771a657--2018-07-27T21:06:44	EFHC1 Gene-Disease Classification with Juvenile Myoclonic Epilepsy - Disputed
chr6	70925742	71012786	Stickler Syndrome	1000	.	70925742	71012786	153,153,255	9807	COL9A1 Gene-Disease Classification with Stickler Syndrome - Limited
chr6	76458908	76629254	Nonsyndromic Genetic Deafness	1000	.	76458908	76629254	0,0,102	50d408fe-e298-4683-985c-57a37b30e273--2018-02-20T17:00:00	MYO6 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr6	80816343	81055987	Maple Syrup Urine Disease Type 1B	1000	.	80816343	81055987	0,0,102	0b0d314c-7355-441c-a357-72ba3e566c57--2019-02-08T17:00:00	BCKDHB Gene-Disease Classification with Maple Syrup Urine Disease Type 1B - Definitive
chr6	87865268	87973406	Complex Neurodevelopmental Disorder	1000	.	87865268	87973406	153,153,255	dba438b7-23f9-4c15-a8aa-f70431a193e2--2019-01-15T17:00:00	ZNF292 Gene-Disease Classification with Complex Neurodevelopmental Disorder - Limited
chr6	109687716	109703762	Autosomal Dominant Nonsyndromic Deafness 66	1000	.	109687716	109703762	153,153,255	9997	CD164 Gene-Disease Classification with Autosomal Dominant Nonsyndromic Deafness 66 - Limited
chr6	109687716	109703762	Nonsyndromic Genetic Deafness	1000	.	109687716	109703762	153,153,255	e9524ca4-7d17-4691-b650-0d457531c7fd--2018-03-20T16:00:00	CD164 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr6	118869441	118881587	Cardiomyopathy	1000	.	118869441	118881587	0,0,102	8772	PLN Gene-Disease Classification with Cardiomyopathy - Definitive
chr6	121756744	121770873	Nonsyndromic Genetic Deafness	1000	.	121756744	121770873	255,153,51	9e428d8c-42a2-430b-babd-8beceb26197e--2018-01-16T17:00:00	GJA1 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Disputed
chr6	131894343	131905472	Hyperargininemia	1000	.	131894343	131905472	0,0,102	0157f793-9232-4700-bbf0-dfb16270f688--2018-09-18T16:00:00	ARG1 Gene-Disease Classification with Hyperargininemia - Definitive
chr6	133562494	133853258	Nonsyndromic Genetic Deafness	1000	.	133562494	133853258	0,0,102	21c75059-bd7b-48ef-a828-28ffebe52ca0--2018-01-05T17:00:00	EYA4 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Definitive
chr6	157099063	157531913	Coffin-Siris Syndrome	1000	.	157099063	157531913	0,0,102	d487e6c4-9727-4315-90a2-11338128a8e5--2019-12-04T20:07:34	ARID1B Gene-Disease Classification with Coffin-Siris Syndrome - Definitive
chr6	161123224	161175085	Hypoplasminogenemia	1000	.	161123224	161175085	0,0,102	2c9320e7-9f02-4b54-beba-0ca781a442eb--2019-10-23T16:00:00	PLG Gene-Disease Classification with Hypoplasminogenemia - Definitive
chr7	6012869	6048737	Hereditary Breast Carcinoma	1000	.	6012869	6048737	255,153,51	10085	PMS2 Gene-Disease Classification with Hereditary Breast Carcinoma - Disputed
chr7	6012869	6048737	Lynch Syndrome	1000	.	6012869	6048737	0,0,102	9851	PMS2 Gene-Disease Classification with Lynch Syndrome - Definitive
chr7	6012869	6048737	Constitutional Mismatch Repair Deficiency Syndrome	1000	.	6012869	6048737	0,0,102	38bc9d1d-a436-4f21-9952-bd5e7790a797--2018-10-09T15:03:18	PMS2 Gene-Disease Classification with Constitutional Mismatch Repair Deficiency Syndrome - Definitive
chr7	27132613	27135625	Complex Neurodevelopmental Disorder	1000	.	27132613	27135625	0,0,102	1e0e605f-c82a-4e34-b913-8dc6b72b4881--2019-06-19T16:00:00	HOXA1 Gene-Disease Classification with Complex Neurodevelopmental Disorder - Definitive
chr7	45614124	45762714	Autosomal Recessive Nonsyndromic Deafness	1000	.	45614124	45762714	153,153,255	8152	ADCY1 Gene-Disease Classification with Autosomal Recessive Nonsyndromic Deafness - Limited
chr7	56078743	56119268	Neurometabolic Disorder Due To Serine Deficiency	1000	.	56078743	56119268	153,153,255	fa832956-c4e9-4620-a2e7-3d6d6e9eea8c--2019-04-26T19:26:34	PSPH Gene-Disease Classification with Neurometabolic Disorder Due To Serine Deficiency - Limited
chr7	65540775	65558329	Argininosuccinic Aciduria	1000	.	65540775	65558329	0,0,102	c16021b9-f6db-4e41-90f3-4786d63a1fa3--2018-09-15T16:00:00	ASL Gene-Disease Classification with Argininosuccinic Aciduria - Definitive
chr7	66452689	66460588	Shwachman-Diamond Syndrome	1000	.	66452689	66460588	0,0,102	7c2a84f0-e42d-487f-a2af-5b536a30d30c--2020-01-21T17:35:47	SBDS Gene-Disease Classification with Shwachman-Diamond Syndrome - Definitive
chr7	75677392	75695930	Hereditary Pheochromocytoma-Paraganglioma	1000	.	75677392	75695930	153,153,255	8366	MDH2 Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Limited
chr7	77646373	79082890	Infantile Epilepsy Syndrome	1000	.	77646373	79082890	255,153,51	7d622b88-9c77-47f8-93b1-808517da0cff--2018-06-26T15:28:17	MAGI2 Gene-Disease Classification with Infantile Epilepsy Syndrome - Disputed
chr7	81331443	81399452	Nonsyndromic Genetic Deafness	1000	.	81331443	81399452	51,51,255	8828a306-1262-4bbf-9661-f3d13d0f44a7--2018-01-16T17:00:00	HGF Gene-Disease Classification with Nonsyndromic Genetic Deafness - Moderate
chr7	81579417	82073031	Brugada Syndrome 1	1000	.	81579417	82073031	255,153,51	10147	CACNA2D1 Gene-Disease Classification with Brugada Syndrome 1 - Disputed
chr7	91570188	91739987	Long Qt Syndrome 11	1000	.	91570188	91739987	153,153,255	3208	AKAP9 Gene-Disease Classification with Long Qt Syndrome 11 - Limited
chr7	97481428	97501854	Congenital Microcephaly - Severe Encephalopathy - Progressive Cerebral Atrophy Syndrome	1000	.	97481428	97501854	0,0,102	e1cea57d-fe02-469e-8c52-a383c3f5a0c6--2019-09-20T14:44:36	ASNS Gene-Disease Classification with Congenital Microcephaly - Severe Encephalopathy - Progressive Cerebral Atrophy Syndrome - Definitive
chr7	103014654	103086624	Nonsyndromic Genetic Deafness	1000	.	103014654	103086624	153,153,255	2f835f34-fe68-49a8-9399-bccebba540d4--2017-12-19T17:00:00	SLC26A5 Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr7	103112230	103629963	Complex Neurodevelopmental Disorder	1000	.	103112230	103629963	255,153,51	c654081c-5abd-4f86-a3f7-90d7f117b93d--2019-05-01T16:00:00	RELN Gene-Disease Classification with Complex Neurodevelopmental Disorder - Disputed
chr7	105172531	105208124	Hereditary Breast Carcinoma	1000	.	105172531	105208124	255,153,51	8702	RINT1 Gene-Disease Classification with Hereditary Breast Carcinoma - Disputed
chr7	105172531	105208124	Familial Ovarian Cancer	1000	.	105172531	105208124	0,0,0	8703	RINT1 Gene-Disease Classification with Familial Ovarian Cancer - No Reported Evidence
chr7	107301079	107358252	Pendred Syndrome	1000	.	107301079	107358252	0,0,102	49e794f4-8725-4499-a0a2-82591b42cab5--2018-08-02T13:26:41	SLC26A4 Gene-Disease Classification with Pendred Syndrome - Definitive
chr7	107531585	107561643	Pyruvate Dehydrogenase E3 Deficiency	1000	.	107531585	107561643	0,0,102	a9dfbbc2-cede-491e-9db0-fc5719fbc729--2019-03-08T17:00:00	DLD Gene-Disease Classification with Pyruvate Dehydrogenase E3 Deficiency - Definitive
chr7	107564245	107643804	Cobblestone Lissencephaly Without Muscular Or Ocular Involvement	1000	.	107564245	107643804	51,51,255	5461	LAMB1 Gene-Disease Classification with Cobblestone Lissencephaly Without Muscular Or Ocular Involvement - Moderate
chr7	114055051	114333827	Specific Language Disorder	1000	.	114055051	114333827	0,0,102	b13348d1-1248-4507-aa29-60559e6b410e--2019-05-21T16:00:00	FOXP2 Gene-Disease Classification with Specific Language Disorder - Definitive
chr7	116312458	116438440	Hereditary Pheochromocytoma-Paraganglioma	1000	.	116312458	116438440	153,153,255	8372	MET Gene-Disease Classification with Hereditary Pheochromocytoma-Paraganglioma - Limited
chr7	116312458	116438440	Papillary Renal Cell Carcinoma	1000	.	116312458	116438440	0,0,102	a71d9990-7202-487a-b7a3-4e659e0be73c--2018-10-11T18:47:45	MET Gene-Disease Classification with Papillary Renal Cell Carcinoma - Definitive
chr7	116312458	116438440	Nonsyndromic Genetic Deafness	1000	.	116312458	116438440	153,153,255	f0e6f9ac-f807-48fd-a5b6-bf67c4607e14--2017-12-19T17:00:00	MET Gene-Disease Classification with Nonsyndromic Genetic Deafness - Limited
chr7	121713597	121784344	Hyperlysinemia (Disease)	1000	.	121713597	121784344	51,51,255	92e04f9e-f03e-4295-baac-e9fb6b48a258--2019-11-08T17:00:00	AASS Gene-Disease Classification with Hyperlysinemia (Disease) - Moderate
chr7	128470482	128499328	Myofibrillar Myopathy 5	1000	.	128470482	128499328	0,0,102	10057	FLNC Gene-Disease Classification with Myofibrillar Myopathy 5 - Definitive
chr7	140433812	140624564	Noonan Syndrome	1000	.	140433812	140624564	51,51,255	47cf08d5-efc6-4d42-b031-a06619873161--2018-07-24T13:46:04	BRAF Gene-Disease Classification with Noonan Syndrome - Moderate
chr7	140433812	140624564	Cardiofaciocutaneous Syndrome	1000	.	140433812	140624564	0,0,102	a53e5a92-126f-4b00-a89b-af55d4f342ca--2018-07-24T15:48:18	BRAF Gene-Disease Classification with Cardiofaciocutaneous Syndrome - Definitive
chr7	140433812	140624564	Costello Syndrome	1000	.	140433812	140624564	255,153,51	f229eceb-8f5e-4ecb-a484-7863b8dc7d19--2018-07-24T18:33:55	BRAF Gene-Disease Classification with Costello Syndrome - Disputed
chr7	140433812	140624564	Noonan Syndrome With Multiple Lentigines	1000	.	140433812	140624564	153,153,255	888875a8-5654-486b-8e64-e1382ccc6650--2018-07-24T18:53:06	BRAF Gene-Disease Classification with Noonan Syndrome With Multiple Lentigines - Limited
chr7	140433812	140624564	Noonan Syndrome-Like Disorder With Loose Anagen Hair	1000	.	140433812	140624564	0,0,0	b7c20d32-5bc0-43c4-9cb9-64094894a086--2018-07-25T13:46:40	BRAF Gene-Disease Classification with Noonan Syndrome-Like Disorder With Loose Anagen Hair - No Reported Evidence
chr7	145813452	148118088	Autism (Disease)	1000	.	145813452	148118088	255,51,51	e91dc4be-821d-4f54-acdd-755a25070eec--2019-09-18T16:00:00	CNTNAP2 Gene-Disease Classification with Autism (Disease) - Refuted
chr7	150642043	150675402	Brugada Syndrome	1000	.	150642043	150675402	255,153,51	10154	KCNH2 Gene-Disease Classification with Brugada Syndrome - Disputed
chr7	151253200	151574316	Hypertrophic Cardiomyopathy	1000	.	151253200	151574316	0,0,102	10051	PRKAG2 Gene-Disease Classification with Hypertrophic Cardiomyopathy - Definitive
chr7	152343586	152373250	Hereditary Breast Carcinoma	1000	.	152343586	152373250	153,153,255	8706	XRCC2 Gene-Disease Classification with Hereditary Breast Carcinoma - Limited
